add_1,add_2,area,population,aver_old,under_15,15_65,over_65,rate_sex
島根県,江津市,268.24 ,91.2,51.8 ,11.3 ,52.1 ,36.6 ,87.2 
島根県,雲南市,553.18 ,70.6,52.1 ,11.8 ,51.7 ,36.5 ,91.5 
島根県,奥出雲町,368.01 ,35.5,54.4 ,10.4 ,48.9 ,40.7 ,90.8 
島根県,飯南町,242.88 ,20.7,56.0 ,10.3 ,46.2 ,43.5 ,88.3 
島根県,川本町,106.43 ,32.3,55.1 ,9.6 ,47.0 ,43.4 ,87.3 
島根県,美郷町,282.92 ,17.3,56.1 ,11.2 ,43.7 ,45.1 ,89.1 
島根県,邑南町,419.29 ,26.5,55.6 ,10.7 ,46.2 ,43.1 ,90.1 
島根県,津和野町,307.03 ,24.9,56.9 ,8.7 ,46.0 ,45.3 ,85.6 
島根県,吉賀町,336.50 ,18.9,56.0 ,9.5 ,47.1 ,43.4 ,88.1 
島根県,海士町,33.43 ,70.4,52.9 ,10.5 ,50.5 ,39.0 ,91.6 
島根県,西ノ島町,55.96 ,54.1,55.7 ,8.4 ,49.9 ,41.7 ,103.2 
島根県,知夫村,13.70 ,44.9,58.1 ,8.5 ,42.0 ,49.6 ,100.3 
島根県,隠岐の島町,242.83 ,60.2,52.9 ,11.7 ,50.0 ,38.4 ,92.5 
岡山県,岡山県,"7,114.50 ",270.1,46.9 ,13.1 ,58.2 ,28.7 ,92.3 
岡山県,岡山市,789.96 ,910.8,44.7 ,13.7 ,61.5 ,24.7 ,92.6 
岡山県,岡山市 北区,450.70 ,686.7,44.0 ,12.9 ,63.5 ,23.5 ,95.3 
岡山県,岡山市 中区,51.25 ,"2,853.3",44.4 ,14.9 ,60.8 ,24.4 ,88.5 
岡山県,岡山市 東区,160.53 ,595.4,47.0 ,13.1 ,57.9 ,28.9 ,90.5 
岡山県,岡山市 南区,127.48 ,"1,319.3",44.9 ,14.5 ,60.7 ,24.8 ,92.6 
岡山県,倉敷市,355.63 ,"1,341.6",45.5 ,14.1 ,59.2 ,26.7 ,93.1 
岡山県,津山市,506.33 ,204.9,47.1 ,13.6 ,57.6 ,28.8 ,91.5 
岡山県,玉野市,103.58 ,586.4,50.7 ,10.5 ,54.1 ,35.4 ,93.7 
岡山県,笠岡市,136.39 ,370.8,50.9 ,11.0 ,54.3 ,34.8 ,90.2 
岡山県,井原市,243.54 ,170.0,50.7 ,11.3 ,54.3 ,34.4 ,90.8 
岡山県,総社市,211.90 ,315.5,45.9 ,14.3 ,58.3 ,27.4 ,93.2 
岡山県,高梁市,546.99 ,58.6,52.9 ,9.4 ,52.0 ,38.6 ,92.5 
岡山県,新見市,793.29 ,38.6,53.2 ,10.7 ,50.5 ,38.8 ,90.9 
岡山県,備前市,258.17 ,136.3,51.5 ,10.1 ,53.5 ,36.3 ,91.1 
岡山県,瀬戸内市,125.45 ,294.7,49.7 ,11.8 ,55.2 ,33.0 ,90.3 
岡山県,赤磐市,209.36 ,206.4,48.1 ,13.7 ,55.0 ,31.3 ,91.7 
岡山県,真庭市,828.53 ,55.7,52.0 ,12.0 ,51.3 ,36.7 ,90.1 
岡山県,美作市,429.29 ,65.2,53.3 ,10.9 ,50.2 ,38.9 ,89.9 
岡山県,浅口市,66.46 ,515.1,50.3 ,11.5 ,53.7 ,34.9 ,92.2 
岡山県,和気町,144.21 ,99.9,52.7 ,10.4 ,51.0 ,38.6 ,87.9 
岡山県,早島町,7.62 ,"1,595.0",45.4 ,15.6 ,56.8 ,27.6 ,92.1 
岡山県,里庄町,12.23 ,893.6,47.3 ,13.9 ,56.3 ,29.8 ,89.1 
岡山県,矢掛町,90.62 ,156.7,52.0 ,10.8 ,52.2 ,37.0 ,89.7 
岡山県,新庄村,67.11 ,12.9,55.1 ,11.2 ,47.0 ,41.8 ,85.8 
岡山県,鏡野町,419.68 ,30.6,51.8 ,12.2 ,51.2 ,36.6 ,90.2 
岡山県,勝央町,54.05 ,205.8,47.8 ,13.8 ,56.5 ,29.7 ,92.3 
岡山県,奈義町,69.52 ,85.0,48.9 ,12.5 ,54.3 ,33.2 ,97.8 
岡山県,西粟倉村,57.97 ,25.4,50.9 ,13.0 ,52.7 ,34.3 ,88.7 
岡山県,久米南町,78.65 ,62.4,54.8 ,9.9 ,47.8 ,42.3 ,90.4 
岡山県,美咲町,232.17 ,62.2,53.0 ,11.2 ,50.0 ,38.8 ,90.6 
岡山県,吉備中央町,268.78 ,44.5,53.3 ,9.5 ,51.4 ,39.1 ,93.6 
広島県,広島県,"8,479.45 ",335.4,46.5 ,13.4 ,59.1 ,27.5 ,93.8 
広島県,広島市,906.53 ,"1,317.1",44.4 ,14.2 ,62.1 ,23.7 ,93.5 
広島県,広島市 中区,15.32 ,"8,919.1",45.8 ,11.0 ,65.2 ,23.8 ,89.8 
広島県,広島市 東区,39.42 ,"3,048.1",45.3 ,13.9 ,61.2 ,25.0 ,91.0 
広島県,広島市 南区,26.30 ,"5,426.9",44.7 ,13.3 ,62.9 ,23.8 ,96.2 
広島県,広島市 西区,35.61 ,"5,361.7",43.6 ,14.0 ,64.5 ,21.5 ,92.4 
広島県,広島市 安佐南区,117.24 ,"2,068.5",41.3 ,17.4 ,62.7 ,20.0 ,95.7 
広島県,広島市 安佐北区,353.33 ,410.4,48.0 ,12.4 ,57.1 ,30.4 ,90.7 
広島県,広島市 安芸区,94.08 ,843.5,44.4 ,14.7 ,60.7 ,24.6 ,98.7 
広島県,広島市 佐伯区,225.22 ,607.0,45.1 ,14.4 ,60.8 ,24.8 ,94.1 
広島県,呉市,352.80 ,647.8,49.5 ,11.4 ,55.0 ,33.6 ,93.1 
広島県,竹原市,118.23 ,223.5,52.8 ,10.2 ,51.6 ,38.2 ,90.6 
広島県,三原市,471.55 ,204.0,49.5 ,12.2 ,55.0 ,32.7 ,90.6 
広島県,尾道市,285.09 ,486.3,50.3 ,11.6 ,54.2 ,34.2 ,91.6 
広島県,福山市,518.14 ,897.1,46.0 ,14.0 ,59.1 ,26.9 ,94.2 
広島県,府中市,195.75 ,204.7,51.2 ,11.4 ,53.3 ,35.3 ,91.7 
広島県,三次市,778.14 ,68.9,51.0 ,12.5 ,52.5 ,35.0 ,89.8 
広島県,庄原市,"1,246.49 ",29.7,53.9 ,10.8 ,48.5 ,40.7 ,89.9 
広島県,大竹市,78.66 ,354.2,50.0 ,11.3 ,55.3 ,33.4 ,93.9 
広島県,東広島市,635.16 ,303.7,42.9 ,14.5 ,63.2 ,22.3 ,103.2 
広島県,廿日市市,489.48 ,234.8,47.1 ,13.2 ,59.0 ,27.9 ,90.7 
広島県,安芸高田市,537.75 ,54.8,53.0 ,10.9 ,50.4 ,38.7 ,90.9 
広島県,江田島市,100.70 ,241.7,53.9 ,8.5 ,50.5 ,41.0 ,97.7 
広島県,府中町,10.41 ,"4,904.2",44.1 ,14.8 ,62.1 ,23.1 ,95.3 
広島県,海田町,13.79 ,"2,078.8",43.6 ,14.6 ,62.5 ,22.9 ,97.2 
広島県,熊野町,33.76 ,703.6,48.3 ,13.3 ,53.6 ,33.2 ,93.2 
広島県,坂町,15.69 ,812.4,46.5 ,14.8 ,56.1 ,29.1 ,91.3 
広島県,安芸太田町,341.89 ,18.9,58.9 ,8.2 ,42.5 ,49.3 ,85.8 
広島県,北広島町,646.20 ,29.3,52.1 ,11.3 ,51.2 ,37.4 ,94.2 
広島県,大崎上島町,43.11 ,185.4,55.5 ,7.1 ,48.0 ,44.9 ,105.7 
広島県,世羅町,278.14 ,58.7,54.2 ,10.9 ,48.7 ,40.3 ,89.7 
広島県,神石高原町,381.98 ,24.1,57.8 ,9.2 ,44.1 ,46.6 ,90.2 
山口県,山口県,"6,112.30 ",229.8,49.0 ,12.2 ,55.7 ,32.1 ,89.9 
山口県,下関市,715.89 ,375.1,49.6 ,11.6 ,55.4 ,33.0 ,86.7 
山口県,宇部市,286.65 ,591.1,48.0 ,12.2 ,57.3 ,30.5 ,91.9 
山口県,山口市,"1,023.23 ",192.9,46.3 ,13.4 ,59.4 ,27.3 ,91.3 
山口県,萩市,698.31 ,71.0,53.9 ,9.8 ,50.6 ,39.6 ,84.7 
山口県,防府市,189.37 ,612.3,47.1 ,13.3 ,57.7 ,29.0 ,93.1 
山口県,下松市,89.35 ,624.6,46.8 ,14.2 ,57.1 ,28.7 ,95.4 
山口県,岩国市,873.72 ,156.5,50.0 ,12.0 ,54.5 ,33.5 ,89.1 
山口県,光市,92.13 ,557.6,49.6 ,12.4 ,53.9 ,33.7 ,90.7 
山口県,長門市,357.29 ,99.2,53.9 ,10.0 ,50.2 ,39.7 ,85.4 
山口県,柳井市,140.05 ,235.2,51.6 ,11.2 ,52.2 ,36.6 ,87.3 
山口県,美祢市,472.64 ,55.3,53.0 ,9.6 ,52.6 ,37.8 ,86.9 
山口県,周南市,656.29 ,220.7,48.4 ,12.5 ,56.7 ,30.8 ,93.1 
山口県,山陽小野田市,133.09 ,470.9,48.5 ,12.9 ,55.8 ,31.2 ,89.2 
山口県,周防大島町,138.09 ,124.5,59.6 ,6.8 ,41.4 ,51.9 ,83.8 
山口県,和木町,10.58 ,594.0,44.1 ,16.6 ,58.4 ,25.0 ,97.1 
山口県,上関町,34.69 ,80.8,61.3 ,6.2 ,40.2 ,53.7 ,84.4 
山口県,田布施町,50.42 ,303.8,50.1 ,12.3 ,54.0 ,33.7 ,89.7 
山口県,平生町,34.58 ,370.1,53.4 ,10.3 ,50.1 ,39.6 ,85.7 
山口県,阿武町,115.95 ,29.9,57.9 ,8.8 ,44.8 ,46.4 ,81.0 
徳島県,徳島県,"4,146.65 ",182.3,49.0 ,11.7 ,57.4 ,31.0 ,90.9 
徳島県,徳島市,191.25 ,"1,351.9",47.1 ,11.8 ,60.5 ,27.6 ,90.8 
徳島県,鳴門市,135.66 ,435.7,49.2 ,11.2 ,57.4 ,31.4 ,90.8 
徳島県,小松島市,45.37 ,854.2,49.0 ,11.5 ,57.6 ,30.9 ,93.1 
徳島県,阿南市,279.25 ,261.5,48.2 ,12.9 ,56.5 ,30.6 ,93.8 
徳島県,吉野川市,144.14 ,287.7,51.5 ,10.7 ,54.5 ,34.7 ,87.8 
徳島県,阿波市,191.11 ,194.7,50.8 ,11.1 ,55.4 ,33.4 ,89.9 
徳島県,美馬市,367.14 ,83.1,52.2 ,10.1 ,54.4 ,35.5 ,89.9 
徳島県,三好市,721.42 ,37.2,55.7 ,8.7 ,50.3 ,41.0 ,87.0 
徳島県,勝浦町,69.83 ,75.9,53.5 ,9.5 ,50.9 ,39.6 ,90.3 
徳島県,上勝町,109.63 ,14.1,60.9 ,7.2 ,38.4 ,54.4 ,92.2 
徳島県,佐那河内村,42.28 ,54.1,56.0 ,8.5 ,48.4 ,43.2 ,92.4 
徳島県,石井町,28.85 ,887.0,48.5 ,12.7 ,57.0 ,30.2 ,89.8 
徳島県,神山町,173.30 ,30.6,60.2 ,5.7 ,44.9 ,49.5 ,88.9 
徳島県,那賀町,694.98 ,12.1,58.1 ,8.4 ,44.7 ,46.9 ,89.7 
徳島県,牟岐町,56.62 ,75.2,58.2 ,7.9 ,44.1 ,48.0 ,85.7 
徳島県,美波町,140.80 ,50.4,56.9 ,8.2 ,46.6 ,45.2 ,87.1 
徳島県,海陽町,327.65 ,28.3,55.8 ,8.8 ,48.1 ,43.1 ,88.2 
徳島県,松茂町,14.24 ,"1,067.7",44.9 ,13.9 ,62.4 ,23.7 ,99.6 
徳島県,北島町,8.74 ,"2,568.2",44.6 ,15.2 ,60.6 ,24.2 ,93.2 
徳島県,藍住町,16.27 ,"2,128.2",43.6 ,15.6 ,62.3 ,22.1 ,91.8 
徳島県,板野町,36.22 ,368.8,49.4 ,10.9 ,58.9 ,30.2 ,90.7 
徳島県,上板町,34.58 ,348.1,49.9 ,11.3 ,57.0 ,31.8 ,90.6 
徳島県,つるぎ町,194.84 ,45.8,56.6 ,8.4 ,48.3 ,43.3 ,86.5 
徳島県,東みよし町,122.48 ,119.5,50.6 ,11.8 ,55.5 ,32.6 ,90.6 
香川県,香川県,"1,876.72 ",520.2,48.0 ,12.8 ,57.3 ,29.9 ,93.7 
香川県,高松市,375.41 ,"1,120.8",46.4 ,13.6 ,59.4 ,27.0 ,95.1 
香川県,丸亀市,111.78 ,984.2,46.3 ,13.9 ,58.7 ,27.4 ,93.6 
香川県,坂出市,92.49 ,574.8,50.1 ,11.8 ,53.9 ,34.3 ,91.2 
香川県,善通寺市,39.93 ,824.6,46.7 ,12.9 ,58.2 ,29.0 ,98.2 
香川県,観音寺市,117.84 ,504.1,49.5 ,12.1 ,55.7 ,32.2 ,91.9 
香川県,さぬき市,158.63 ,316.9,50.5 ,10.8 ,55.1 ,34.1 ,92.4 
香川県,東かがわ市,152.83 ,203.0,53.4 ,9.6 ,50.8 ,39.5 ,90.0 
香川県,三豊市,222.71 ,294.2,50.4 ,11.9 ,53.8 ,34.3 ,91.3 
香川県,土庄町,74.37 ,188.3,53.6 ,9.8 ,52.1 ,38.1 ,88.0 
香川県,小豆島町,95.59 ,155.5,54.9 ,9.1 ,49.6 ,41.3 ,90.0 
香川県,三木町,75.78 ,365.3,47.8 ,12.8 ,58.2 ,29.0 ,92.4 
香川県,直島町,14.22 ,220.7,50.1 ,10.0 ,55.8 ,34.2 ,106.8 
香川県,宇多津町,8.10 ,"2,339.8",41.7 ,16.4 ,64.2 ,19.4 ,95.0 
香川県,綾川町,109.75 ,215.1,50.0 ,11.8 ,55.1 ,33.1 ,93.7 
香川県,琴平町,8.47 ,"1,084.5",52.7 ,10.1 ,51.0 ,38.9 ,85.2 
香川県,多度津町,24.38 ,958.4,48.2 ,12.5 ,56.7 ,30.8 ,100.3 
香川県,まんのう町,194.45 ,94.5,51.2 ,12.2 ,52.3 ,35.5 ,90.9 
愛媛県,愛媛県,"5,676.11 ",244.1,48.6 ,12.4 ,57.0 ,30.6 ,89.5 
愛媛県,松山市,429.37 ,"1,199.1",46.0 ,13.1 ,61.0 ,25.9 ,88.5 
愛媛県,今治市,419.13 ,377.2,49.9 ,11.9 ,54.6 ,33.4 ,88.7 
愛媛県,宇和島市,468.16 ,165.5,52.2 ,11.0 ,52.7 ,36.3 ,86.8 
愛媛県,八幡浜市,132.68 ,263.4,53.1 ,10.2 ,52.3 ,37.5 ,87.2 
愛媛県,新居浜市,234.46 ,511.4,48.1 ,13.3 ,55.9 ,30.8 ,92.3 
愛媛県,西条市,509.98 ,212.1,48.7 ,12.9 ,56.5 ,30.6 ,91.9 
愛媛県,大洲市,432.22 ,102.0,50.6 ,12.3 ,54.0 ,33.7 ,91.1 
愛媛県,伊予市,194.44 ,189.4,49.0 ,12.5 ,56.0 ,31.4 ,86.5 
愛媛県,四国中央市,421.24 ,207.5,48.6 ,12.4 ,57.4 ,30.2 ,95.0 
愛媛県,西予市,514.34 ,75.7,54.2 ,10.8 ,48.4 ,40.8 ,87.5 
愛媛県,東温市,211.30 ,163.8,47.1 ,12.8 ,59.5 ,27.7 ,92.4 
愛媛県,上島町,30.38 ,234.9,53.9 ,7.7 ,49.9 ,42.5 ,106.3 
愛媛県,久万高原町,583.69 ,14.5,58.5 ,8.6 ,44.1 ,47.3 ,88.1 
愛媛県,松前町,20.41 ,"1,473.0",47.7 ,13.4 ,57.6 ,29.0 ,88.8 
愛媛県,砥部町,101.59 ,209.1,48.3 ,12.6 ,57.5 ,29.9 ,88.9 
愛媛県,内子町,299.43 ,55.9,53.0 ,11.4 ,50.5 ,38.1 ,89.6 
愛媛県,伊方町,93.98 ,102.4,56.5 ,8.7 ,48.2 ,43.1 ,91.4 
愛媛県,松野町,98.45 ,41.4,56.0 ,8.7 ,48.8 ,42.5 ,86.4 
愛媛県,鬼北町,241.88 ,44.3,55.2 ,10.8 ,47.0 ,42.2 ,85.3 
愛媛県,愛南町,238.99 ,91.6,54.6 ,9.8 ,50.4 ,39.8 ,86.7 
高知県,高知県,"7,103.93 ",102.5,49.8 ,11.6 ,55.5 ,32.8 ,88.9 
高知県,高知市,308.99 ,"1,091.3",47.0 ,12.8 ,59.5 ,27.7 ,87.1 
高知県,室戸市,248.18 ,54.5,57.1 ,7.6 ,47.1 ,45.3 ,89.6 
高知県,安芸市,317.21 ,55.4,52.7 ,10.3 ,52.1 ,37.5 ,90.2 
高知県,南国市,125.30 ,382.9,47.5 ,12.7 ,57.7 ,29.6 ,90.0 
高知県,土佐市,91.49 ,295.5,50.5 ,11.3 ,54.1 ,34.6 ,93.9 
高知県,須崎市,135.44 ,166.9,51.7 ,10.1 ,53.6 ,36.3 ,95.2 
高知県,宿毛市,286.19 ,73.1,51.5 ,11.5 ,53.7 ,34.8 ,86.8 
高知県,土佐清水市,266.34 ,51.7,57.2 ,8.3 ,45.7 ,46.0 ,87.3 
高知県,四万十市,632.29 ,54.3,50.9 ,11.9 ,53.8 ,34.3 ,89.3 
高知県,香南市,126.48 ,260.6,48.1 ,13.3 ,55.9 ,30.8 ,92.6 
高知県,香美市,537.86 ,51.2,51.4 ,9.8 ,53.2 ,37.0 ,93.0 
高知県,東洋町,74.06 ,34.9,57.2 ,7.4 ,47.7 ,44.9 ,96.7 
高知県,奈半利町,28.36 ,117.3,56.0 ,9.3 ,47.7 ,43.0 ,83.3 
高知県,田野町,6.53 ,418.5,54.3 ,9.5 ,50.7 ,39.8 ,89.4 
高知県,安田町,52.36 ,50.2,56.7 ,7.7 ,48.5 ,43.7 ,91.3 
高知県,北川村,196.73 ,6.6,54.6 ,10.8 ,46.7 ,42.5 ,88.4 
高知県,馬路村,165.48 ,5.0,53.5 ,10.9 ,49.7 ,39.4 ,90.5 
高知県,芸西村,39.60 ,97.4,52.6 ,11.1 ,50.3 ,38.6 ,87.6 
高知県,本山町,134.22 ,26.6,55.4 ,9.0 ,48.0 ,43.0 ,93.4 
高知県,大豊町,315.06 ,12.6,63.1 ,4.7 ,39.3 ,55.9 ,84.7 
高知県,土佐町,212.13 ,18.8,56.8 ,9.6 ,45.6 ,44.8 ,87.8 
高知県,大川村,95.27 ,4.2,56.2 ,10.4 ,46.5 ,43.2 ,104.1 
高知県,いの町,470.97 ,48.3,52.4 ,9.9 ,54.3 ,35.7 ,90.2 
高知県,仁淀川町,333.00 ,16.7,61.3 ,7.0 ,39.1 ,53.9 ,88.2 
高知県,中土佐町,193.28 ,35.4,56.0 ,9.2 ,47.9 ,43.0 ,86.4 
高知県,佐川町,100.80 ,130.1,52.7 ,11.5 ,50.8 ,37.7 ,88.5 
高知県,越知町,111.95 ,51.8,57.0 ,8.7 ,45.9 ,45.4 ,85.4 
高知県,檮原町,236.45 ,15.3,54.9 ,9.6 ,48.1 ,42.3 ,94.2 
高知県,日高村,44.85 ,112.2,53.5 ,9.4 ,51.3 ,39.3 ,86.8 
高知県,津野町,197.85 ,29.3,54.9 ,11.1 ,47.4 ,41.5 ,90.3 
高知県,四万十町,642.30 ,27.0,55.4 ,10.1 ,47.6 ,42.4 ,89.8 
高知県,大月町,102.94 ,49.5,56.9 ,8.8 ,47.3 ,44.0 ,90.8 
高知県,三原村,85.37 ,18.4,57.0 ,9.2 ,45.5 ,45.3 ,90.8 
高知県,黒潮町,188.59 ,59.5,55.1 ,9.2 ,49.6 ,41.2 ,90.7 
福岡県,福岡県,"4,986.40 ","1,023.1",45.7 ,13.4 ,60.7 ,25.9 ,89.6 
福岡県,北九州市,491.95 ,"1,954.0",47.5 ,12.6 ,58.1 ,29.3 ,89.0 
福岡県,北九州市 門司区,73.67 ,"1,352.5",51.0 ,11.4 ,53.0 ,35.6 ,84.6 
福岡県,北九州市 若松区,71.31 ,"1,161.7",48.0 ,13.0 ,56.9 ,30.1 ,89.4 
福岡県,北九州市 戸畑区,16.61 ,"3,559.1",47.8 ,11.7 ,58.5 ,29.8 ,94.5 
福岡県,北九州市 小倉北区,39.23 ,"4,636.2",47.6 ,11.1 ,60.2 ,28.7 ,87.9 
福岡県,北九州市 小倉南区,171.74 ,"1,239.4",45.5 ,14.1 ,59.6 ,26.3 ,90.5 
福岡県,北九州市 八幡東区,36.26 ,"1,898.6",50.3 ,11.1 ,54.5 ,34.4 ,88.2 
福岡県,北九州市 八幡西区,83.13 ,"3,080.9",46.7 ,13.4 ,58.6 ,28.0 ,89.1 
福岡県,福岡市,343.39 ,"4,480.9",43.1 ,13.3 ,66.0 ,20.7 ,89.5 
福岡県,福岡市 東区,69.36 ,"4,412.0",42.7 ,14.3 ,65.1 ,20.5 ,94.9 
福岡県,福岡市 博多区,31.63 ,"7,222.3",43.2 ,10.0 ,70.4 ,19.6 ,91.6 
福岡県,福岡市 中央区,15.40 ,"12,512.2",42.8 ,10.5 ,71.5 ,18.0 ,80.3 
福岡県,福岡市 南区,30.98 ,"8,256.8",43.8 ,13.7 ,64.5 ,21.9 ,87.1 
福岡県,福岡市 西区,84.17 ,"2,457.7",43.1 ,15.3 ,63.0 ,21.8 ,92.3 
福岡県,福岡市 城南区,15.99 ,"8,192.3",43.3 ,13.0 ,65.2 ,21.8 ,88.8 
福岡県,福岡市 早良区,95.87 ,"2,272.6",43.3 ,15.1 ,63.6 ,21.3 ,89.2 
福岡県,大牟田市,81.45 ,"1,440.9",51.1 ,11.0 ,53.9 ,35.1 ,84.8 
福岡県,久留米市,229.96 ,"1,324.4",45.5 ,13.9 ,60.4 ,25.7 ,90.8 
福岡県,直方市,61.76 ,925.3,48.4 ,13.1 ,55.4 ,31.5 ,87.5 
福岡県,飯塚市,214.07 ,603.3,47.3 ,12.8 ,58.2 ,29.1 ,90.2 
福岡県,田川市,54.55 ,888.0,48.7 ,13.0 ,55.0 ,32.0 ,83.0 
福岡県,柳川市,77.15 ,878.5,48.5 ,12.3 ,56.9 ,30.7 ,88.9 
福岡県,八女市,482.44 ,133.5,50.4 ,11.8 ,54.8 ,33.4 ,87.9 
福岡県,筑後市,41.78 ,"1,157.0",45.5 ,14.8 ,59.4 ,25.8 ,90.9 
福岡県,大川市,33.62 ,"1,036.2",50.0 ,10.6 ,56.4 ,33.0 ,88.8 
福岡県,行橋市,70.05 ,"1,007.7",46.9 ,13.6 ,58.3 ,28.1 ,90.4 
福岡県,豊前市,111.10 ,233.5,50.6 ,12.0 ,53.0 ,34.9 ,87.5 
福岡県,中間市,15.96 ,"2,618.8",50.5 ,11.1 ,53.9 ,35.0 ,86.4 
福岡県,小郡市,45.51 ,"1,274.1",45.8 ,14.3 ,59.6 ,26.1 ,88.4 
福岡県,筑紫野市,87.73 ,"1,152.2",44.1 ,14.8 ,62.4 ,22.8 ,90.4 
福岡県,春日市,14.15 ,"7,826.4",42.4 ,16.0 ,64.2 ,19.7 ,92.7 
福岡県,大野城市,26.89 ,"3,701.2",42.5 ,15.9 ,63.7 ,20.4 ,92.1 
福岡県,宗像市,119.91 ,804.9,46.0 ,13.6 ,59.8 ,26.6 ,90.8 
福岡県,太宰府市,29.60 ,"2,438.1",45.0 ,14.7 ,59.4 ,25.9 ,89.6 
福岡県,古賀市,42.07 ,"1,377.7",45.1 ,14.3 ,61.3 ,24.4 ,90.5 
福岡県,福津市,52.76 ,"1,114.1",46.9 ,14.3 ,56.9 ,28.8 ,86.4 
福岡県,うきは市,117.46 ,251.2,49.2 ,13.0 ,55.1 ,31.9 ,88.2 
福岡県,宮若市,139.99 ,200.8,49.9 ,12.3 ,54.5 ,33.2 ,87.4 
福岡県,嘉麻市,135.11 ,286.8,51.3 ,11.4 ,52.9 ,35.7 ,84.0 
福岡県,朝倉市,246.71 ,212.6,49.5 ,12.2 ,55.8 ,32.0 ,87.9 
福岡県,みやま市,105.21 ,362.5,51.3 ,11.4 ,53.8 ,34.8 ,87.2 
福岡県,糸島市,215.70 ,447.3,46.6 ,13.6 ,59.4 ,26.9 ,89.6 
福岡県,那珂川町,74.95 ,667.2,42.1 ,17.4 ,62.3 ,20.3 ,93.1 
福岡県,宇美町,30.21 ,"1,255.4",44.8 ,14.6 ,62.1 ,23.3 ,101.4 
福岡県,篠栗町,38.93 ,801.7,43.8 ,16.0 ,61.1 ,23.0 ,92.5 
福岡県,志免町,8.69 ,"5,207.8",42.8 ,17.0 ,61.0 ,22.0 ,91.5 
福岡県,須恵町,16.31 ,"1,671.6",44.6 ,16.3 ,57.8 ,26.0 ,93.1 
福岡県,新宮町,18.93 ,"1,603.0",39.1 ,20.7 ,62.9 ,16.4 ,95.2 
福岡県,久山町,37.44 ,219.7,46.1 ,15.9 ,56.3 ,27.8 ,92.3 
福岡県,粕屋町,14.13 ,"3,210.2",39.7 ,18.8 ,64.3 ,16.9 ,97.4 
福岡県,芦屋町,11.60 ,"1,224.8",46.5 ,13.6 ,57.5 ,28.9 ,96.5 
福岡県,水巻町,11.01 ,"2,633.7",48.3 ,12.0 ,57.8 ,30.2 ,87.0 
福岡県,岡垣町,48.64 ,649.3,48.3 ,13.8 ,55.1 ,31.1 ,87.9 
福岡県,遠賀町,22.15 ,852.2,48.3 ,12.9 ,56.4 ,30.7 ,89.5 
福岡県,小竹町,14.18 ,550.8,52.5 ,9.5 ,53.3 ,37.3 ,88.1 
福岡県,鞍手町,35.60 ,449.6,50.7 ,11.3 ,54.1 ,34.5 ,88.8 
福岡県,桂川町,20.14 ,670.1,48.5 ,12.8 ,57.1 ,30.1 ,88.2 
福岡県,筑前町,67.10 ,436.8,47.1 ,13.8 ,58.0 ,28.2 ,90.0 
福岡県,東峰村,51.97 ,41.8,55.3 ,10.2 ,49.3 ,40.5 ,83.2 
福岡県,大刀洗町,22.84 ,662.8,45.8 ,14.4 ,59.7 ,25.9 ,90.4 
福岡県,大木町,18.44 ,768.8,45.2 ,15.9 ,58.3 ,25.8 ,90.0 
福岡県,広川町,37.94 ,532.0,46.0 ,14.5 ,58.4 ,27.1 ,92.0 
福岡県,香春町,44.50 ,244.1,52.0 ,11.6 ,51.0 ,37.4 ,85.4 
福岡県,添田町,132.20 ,75.1,53.3 ,10.7 ,50.4 ,38.9 ,87.0 
福岡県,糸田町,8.04 ,"1,121.9",50.2 ,12.9 ,52.3 ,34.9 ,82.3 
福岡県,川崎町,36.14 ,464.6,49.9 ,12.9 ,53.3 ,33.8 ,82.8 
福岡県,大任町,14.26 ,363.0,50.4 ,12.9 ,52.6 ,34.5 ,82.6 
福岡県,赤村,31.98 ,94.5,51.8 ,12.0 ,51.6 ,36.3 ,87.5 
福岡県,福智町,42.06 ,543.8,49.3 ,13.2 ,54.2 ,32.7 ,86.6 
福岡県,苅田町,48.88 ,715.3,44.6 ,14.5 ,61.6 ,23.9 ,101.9 
福岡県,みやこ町,151.34 ,133.8,52.2 ,11.1 ,51.4 ,37.5 ,86.4 
福岡県,吉富町,5.72 ,"1,158.6",47.3 ,14.9 ,55.2 ,30.0 ,86.7 
福岡県,上毛町,62.44 ,119.4,50.0 ,13.2 ,53.2 ,33.6 ,88.9 
福岡県,築上町,119.61 ,155.4,49.8 ,12.0 ,53.7 ,34.3 ,91.8 
佐賀県,佐賀県,"2,440.68 ",341.2,46.8 ,14.0 ,58.3 ,27.7 ,89.4 
佐賀県,佐賀市,431.84 ,547.4,45.8 ,13.8 ,60.3 ,25.9 ,89.2 
佐賀県,唐津市,487.58 ,251.8,47.7 ,14.1 ,56.5 ,29.3 ,88.2 
佐賀県,鳥栖市,71.72 ,"1,016.5",43.2 ,16.5 ,61.1 ,22.4 ,91.3 
佐賀県,多久市,96.96 ,203.7,50.0 ,12.0 ,55.9 ,32.1 ,86.3 
佐賀県,伊万里市,255.25 ,216.4,47.4 ,14.8 ,56.6 ,28.6 ,91.5 
佐賀県,武雄市,195.40 ,251.1,47.7 ,13.9 ,57.3 ,28.8 ,89.5 
佐賀県,鹿島市,112.12 ,264.8,47.6 ,14.1 ,56.7 ,29.2 ,88.3 
佐賀県,小城市,95.81 ,461.9,45.9 ,14.8 ,59.4 ,25.8 ,88.9 
