add_1,add_2,area,population,aver_old,under_15,15_65,over_65,rate_sex
全国,全国,"377,970.75 ",340.8,46.4 ,12.6 ,60.7 ,26.6 ,94.8 
北海道,北海道,"83,424.31 ",68.6,48.3 ,11.4 ,59.6 ,29.1 ,89.2 
北海道,札幌市,"1,121.26 ","1,741.2",46.2 ,11.4 ,63.7 ,24.9 ,87.4 
北海道,札幌市 中央区,46.42 ,"5,119.1",45.0 ,10.2 ,68.3 ,21.5 ,83.0 
北海道,札幌市 北区,63.57 ,"4,488.3",45.6 ,11.7 ,63.7 ,24.6 ,89.2 
北海道,札幌市 東区,56.97 ,"4,597.4",45.3 ,11.8 ,64.6 ,23.6 ,90.8 
北海道,札幌市 白石区,34.47 ,"6,080.2",45.3 ,11.3 ,65.7 ,23.0 ,89.6 
北海道,札幌市 豊平区,46.23 ,"4,729.7",45.5 ,10.9 ,65.5 ,23.6 ,86.6 
北海道,札幌市 南区,657.48 ,214.7,49.8 ,10.1 ,58.0 ,31.9 ,86.1 
北海道,札幌市 西区,75.10 ,"2,843.9",46.8 ,11.7 ,62.6 ,25.7 ,85.8 
北海道,札幌市 厚別区,24.38 ,"5,240.6",48.1 ,11.0 ,61.0 ,28.0 ,84.0 
北海道,札幌市 手稲区,56.77 ,"2,483.7",47.3 ,12.4 ,60.2 ,27.4 ,88.7 
北海道,札幌市 清田区,59.87 ,"1,933.0",46.4 ,13.4 ,61.3 ,25.3 ,89.4 
北海道,函館市,677.86 ,392.4,50.1 ,10.2 ,57.4 ,32.4 ,82.7 
北海道,小樽市,243.83 ,500.0,52.4 ,9.2 ,53.7 ,37.2 ,82.1 
北海道,旭川市,747.66 ,454.2,49.6 ,11.1 ,57.1 ,31.8 ,85.4 
北海道,室蘭市,80.88 ,"1,095.0",49.9 ,10.4 ,55.5 ,34.1 ,95.0 
北海道,釧路市,"1,362.92 ",128.2,49.1 ,11.1 ,58.5 ,30.4 ,88.8 
北海道,帯広市,619.34 ,273.4,46.7 ,12.2 ,61.4 ,26.4 ,91.7 
北海道,北見市,"1,427.41 ",84.9,48.9 ,11.2 ,58.6 ,30.2 ,91.8 
北海道,夕張市,763.07 ,11.6,59.3 ,5.7 ,45.8 ,48.6 ,86.1 
北海道,岩見沢市,481.02 ,175.7,50.2 ,10.7 ,56.7 ,32.6 ,87.0 
北海道,網走市,471.00 ,83.0,47.2 ,11.7 ,60.8 ,27.4 ,102.9 
北海道,留萌市,297.83 ,74.6,51.1 ,10.3 ,55.8 ,33.9 ,89.8 
北海道,苫小牧市,561.57 ,307.6,46.3 ,13.0 ,61.1 ,25.8 ,96.0 
北海道,稚内市,761.47 ,47.8,48.5 ,11.8 ,59.3 ,28.9 ,95.9 
北海道,美唄市,277.69 ,83.0,53.5 ,8.6 ,53.0 ,38.4 ,87.6 
北海道,芦別市,865.04 ,17.0,56.2 ,7.6 ,48.8 ,43.6 ,83.2 
北海道,江別市,187.38 ,643.8,47.1 ,11.2 ,61.7 ,27.1 ,90.7 
北海道,赤平市,129.88 ,85.5,56.8 ,7.5 ,47.8 ,44.7 ,82.6 
北海道,紋別市,830.78 ,27.8,51.0 ,10.3 ,56.1 ,33.7 ,90.1 
北海道,士別市,"1,119.22 ",17.8,52.9 ,10.4 ,52.2 ,37.4 ,89.1 
北海道,名寄市,535.20 ,54.3,48.1 ,11.9 ,57.8 ,30.3 ,94.0 
北海道,三笠市,302.52 ,30.0,56.8 ,7.6 ,46.3 ,46.1 ,81.5 
北海道,根室市,506.25 ,65.4,49.4 ,11.3 ,57.8 ,30.9 ,91.5 
北海道,千歳市,594.50 ,160.9,42.9 ,14.2 ,64.9 ,20.9 ,103.2 
北海道,滝川市,115.90 ,355.4,50.1 ,10.9 ,56.4 ,32.7 ,89.7 
北海道,砂川市,78.68 ,224.9,52.1 ,10.0 ,53.4 ,36.5 ,86.7 
北海道,歌志内市,55.95 ,64.1,58.6 ,6.1 ,47.3 ,46.6 ,85.5 
北海道,深川市,529.42 ,41.4,53.7 ,9.1 ,51.5 ,39.4 ,85.8 
北海道,富良野市,600.71 ,38.2,49.4 ,11.7 ,57.2 ,31.0 ,88.7 
北海道,登別市,212.21 ,233.8,50.4 ,10.9 ,55.2 ,34.0 ,90.2 
北海道,恵庭市,294.65 ,236.6,45.4 ,13.1 ,61.7 ,25.1 ,94.0 
北海道,伊達市,444.21 ,78.8,50.9 ,11.3 ,54.1 ,34.6 ,87.0 
北海道,北広島市,119.05 ,496.1,48.1 ,12.2 ,58.7 ,29.0 ,91.8 
北海道,石狩市,722.42 ,79.5,48.2 ,12.9 ,57.0 ,30.0 ,92.2 
北海道,北斗市,397.44 ,116.7,46.8 ,13.7 ,59.8 ,26.5 ,87.4 
北海道,当別町,422.86 ,40.9,49.6 ,9.0 ,60.7 ,30.3 ,92.7 
北海道,新篠津村,78.04 ,42.7,49.4 ,10.7 ,56.2 ,33.0 ,93.0 
北海道,松前町,293.25 ,25.0,57.5 ,7.4 ,46.6 ,46.0 ,81.0 
北海道,福島町,187.28 ,23.6,56.2 ,7.5 ,50.6 ,41.9 ,86.2 
北海道,知内町,196.75 ,23.6,51.4 ,10.9 ,54.9 ,34.2 ,98.3 
北海道,木古内町,221.87 ,20.5,57.1 ,6.8 ,49.2 ,44.1 ,89.7 
北海道,七飯町,216.75 ,129.7,50.0 ,12.0 ,55.7 ,32.2 ,83.8 
北海道,鹿部町,110.64 ,38.2,51.2 ,10.0 ,54.1 ,35.9 ,94.5 
北海道,森町,368.79 ,43.2,51.2 ,11.3 ,54.1 ,34.7 ,84.9 
北海道,八雲町,956.07 ,18.0,49.8 ,11.4 ,57.4 ,31.2 ,94.9 
北海道,長万部町,310.76 ,19.1,52.1 ,8.6 ,54.5 ,37.0 ,93.9 
北海道,江差町,109.53 ,75.3,51.7 ,9.9 ,55.7 ,34.4 ,90.1 
北海道,上ノ国町,547.71 ,8.9,54.0 ,10.4 ,49.8 ,39.8 ,81.7 
北海道,厚沢部町,460.58 ,8.8,53.9 ,10.9 ,50.7 ,38.5 ,90.0 
北海道,乙部町,162.59 ,24.0,54.1 ,9.9 ,49.7 ,40.4 ,84.7 
北海道,奥尻町,142.97 ,18.8,52.8 ,9.4 ,53.6 ,37.0 ,104.1 
北海道,今金町,568.25 ,9.9,52.8 ,10.1 ,52.7 ,37.3 ,90.9 
北海道,せたな町,638.69 ,13.3,56.0 ,8.8 ,48.8 ,42.4 ,87.4 
北海道,島牧村,437.18 ,3.4,54.7 ,7.9 ,51.6 ,40.6 ,95.9 
北海道,寿都町,95.24 ,32.9,52.6 ,10.2 ,52.9 ,37.0 ,95.0 
北海道,黒松内町,345.65 ,8.9,52.6 ,11.3 ,51.4 ,37.3 ,84.9 
北海道,蘭越町,449.78 ,10.8,53.3 ,10.4 ,52.4 ,37.2 ,92.1 
北海道,ニセコ町,197.13 ,25.2,47.7 ,13.4 ,59.4 ,27.2 ,102.7 
北海道,真狩村,114.25 ,18.4,50.5 ,11.4 ,55.4 ,33.2 ,97.3 
北海道,留寿都村,119.84 ,15.9,46.1 ,12.7 ,63.0 ,24.2 ,99.5 
北海道,喜茂別町,189.41 ,12.1,53.5 ,9.1 ,52.9 ,38.0 ,104.3 
北海道,京極町,231.49 ,13.8,52.0 ,12.2 ,51.8 ,36.0 ,95.0 
北海道,倶知安町,261.34 ,57.5,45.8 ,14.2 ,60.9 ,24.8 ,100.8 
北海道,共和町,304.91 ,20.4,48.7 ,11.6 ,59.1 ,29.3 ,108.8 
北海道,岩内町,70.60 ,184.7,51.2 ,10.5 ,55.6 ,33.9 ,89.9 
北海道,泊村,82.28 ,21.5,52.1 ,11.0 ,53.7 ,35.3 ,100.6 
北海道,神恵内村,147.80 ,6.8,58.2 ,7.8 ,46.6 ,45.6 ,85.2 
北海道,積丹町,238.14 ,8.9,56.2 ,9.0 ,47.1 ,43.8 ,90.4 
北海道,古平町,188.36 ,16.9,55.0 ,7.9 ,51.5 ,40.6 ,90.9 
北海道,仁木町,167.96 ,20.8,52.4 ,10.0 ,52.8 ,37.2 ,86.8 
北海道,余市町,140.59 ,139.5,52.1 ,10.2 ,53.4 ,36.4 ,86.0 
北海道,赤井川村,280.09 ,4.0,50.0 ,12.4 ,55.1 ,32.5 ,102.0 
北海道,南幌町,81.36 ,97.4,50.3 ,9.3 ,60.9 ,29.8 ,89.3 
北海道,奈井江町,88.19 ,64.3,53.9 ,9.1 ,51.9 ,39.0 ,88.2 
北海道,上砂川町,39.98 ,87.0,57.6 ,7.4 ,45.0 ,47.5 ,82.7 
北海道,由仁町,133.74 ,39.7,53.2 ,10.1 ,52.2 ,37.7 ,91.3 
北海道,長沼町,168.52 ,65.7,51.4 ,10.5 ,54.8 ,34.7 ,91.5 
北海道,栗山町,203.93 ,60.5,52.3 ,10.3 ,52.4 ,37.2 ,86.9 
北海道,月形町,150.40 ,30.4,52.9 ,5.9 ,62.1 ,32.1 ,163.7 
北海道,浦臼町,101.83 ,19.5,54.0 ,9.9 ,51.3 ,38.7 ,92.9 
北海道,新十津川町,495.47 ,13.8,53.2 ,11.1 ,50.4 ,38.5 ,82.9 
北海道,妹背牛町,48.64 ,63.5,56.0 ,8.9 ,47.5 ,43.6 ,88.5 
北海道,秩父別町,47.18 ,53.3,55.0 ,9.0 ,49.1 ,41.8 ,88.1 
北海道,雨竜町,191.15 ,14.4,52.2 ,9.5 ,52.6 ,37.9 ,92.8 
北海道,北竜町,158.70 ,12.5,55.5 ,9.0 ,47.6 ,43.4 ,89.9 
北海道,沼田町,283.35 ,11.2,54.8 ,8.9 ,50.4 ,40.7 ,89.3 
北海道,鷹栖町,139.42 ,50.3,48.3 ,14.8 ,54.9 ,30.3 ,89.2 
北海道,東神楽町,68.50 ,149.4,45.9 ,15.7 ,58.7 ,25.6 ,87.4 
北海道,当麻町,204.90 ,32.6,53.4 ,10.8 ,49.5 ,39.8 ,85.1 
北海道,比布町,86.90 ,43.5,54.3 ,9.5 ,50.2 ,40.3 ,89.8 
北海道,愛別町,250.13 ,11.9,54.9 ,9.2 ,48.5 ,42.3 ,88.0 
北海道,上川町,"1,049.47 ",3.9,53.8 ,8.8 ,51.5 ,39.7 ,91.8 
北海道,東川町,247.30 ,32.8,48.8 ,13.0 ,54.9 ,32.1 ,84.7 
北海道,美瑛町,676.78 ,15.2,52.0 ,10.8 ,52.8 ,36.3 ,88.3 
北海道,上富良野町,237.10 ,45.7,47.8 ,13.1 ,56.9 ,30.0 ,101.1 
北海道,中富良野町,108.65 ,46.7,50.2 ,12.9 ,53.8 ,33.3 ,90.3 
北海道,南富良野町,665.54 ,3.8,50.1 ,11.3 ,56.8 ,31.9 ,99.3 
北海道,占冠村,571.41 ,2.1,47.7 ,9.7 ,64.3 ,26.0 ,99.5 
北海道,和寒町,225.11 ,16.0,54.7 ,10.0 ,47.5 ,42.5 ,85.4 
北海道,剣淵町,130.99 ,24.6,53.3 ,9.5 ,53.7 ,36.8 ,94.3 
北海道,下川町,644.20 ,5.5,53.6 ,9.9 ,51.5 ,38.6 ,93.9 
北海道,美深町,672.09 ,6.9,52.6 ,9.3 ,53.6 ,37.1 ,96.4 
北海道,音威子府村,275.63 ,3.0,48.6 ,5.4 ,67.1 ,27.5 ,109.6 
北海道,中川町,594.74 ,3.0,52.9 ,10.4 ,54.2 ,35.4 ,113.1 
北海道,幌加内町,767.04 ,2.0,52.5 ,10.1 ,50.8 ,39.1 ,97.8 
北海道,増毛町,369.71 ,12.2,55.4 ,9.5 ,48.5 ,42.1 ,81.8 
北海道,小平町,627.22 ,5.3,52.7 ,9.0 ,54.3 ,36.7 ,90.5 
北海道,苫前町,454.60 ,7.2,53.5 ,10.2 ,50.8 ,39.1 ,90.3 
北海道,羽幌町,472.65 ,15.5,53.7 ,10.8 ,49.6 ,39.7 ,91.0 
北海道,初山別村,279.51 ,4.4,52.8 ,9.4 ,54.7 ,35.9 ,90.5 
北海道,遠別町,590.80 ,4.7,53.3 ,10.5 ,51.6 ,37.9 ,95.1 
北海道,天塩町,353.56 ,9.2,51.0 ,11.2 ,56.4 ,32.3 ,102.7 
北海道,猿払村,589.97 ,4.5,45.0 ,15.5 ,61.7 ,22.8 ,91.4 
北海道,浜頓別町,401.64 ,9.7,50.6 ,10.7 ,57.2 ,32.1 ,93.1 
北海道,中頓別町,398.51 ,4.4,54.5 ,9.0 ,52.3 ,38.7 ,97.9 
北海道,枝幸町,"1,115.93 ",7.6,50.2 ,11.7 ,56.1 ,32.2 ,89.4 
北海道,豊富町,520.69 ,7.8,50.2 ,11.8 ,58.0 ,30.2 ,101.0 
北海道,礼文町,81.64 ,34.0,52.4 ,9.7 ,56.3 ,34.0 ,101.7 
北海道,利尻町,76.51 ,30.1,53.5 ,9.4 ,52.6 ,38.0 ,95.0 
北海道,利尻富士町,105.61 ,26.4,52.3 ,12.2 ,51.9 ,35.9 ,90.1 
北海道,幌延町,574.10 ,4.3,47.8 ,13.1 ,60.4 ,26.5 ,109.5 
北海道,美幌町,438.41 ,46.3,49.8 ,11.7 ,56.1 ,32.2 ,92.7 
北海道,津別町,716.80 ,7.0,55.3 ,8.6 ,49.6 ,41.8 ,94.0 
北海道,斜里町,737.12 ,16.6,49.0 ,11.7 ,58.4 ,30.0 ,99.9 
北海道,清里町,402.76 ,10.5,51.4 ,12.5 ,51.6 ,35.9 ,94.3 
北海道,小清水町,286.89 ,17.7,51.3 ,11.8 ,53.3 ,34.9 ,90.4 
北海道,訓子府町,190.95 ,26.7,51.6 ,12.1 ,52.0 ,35.9 ,89.7 
北海道,置戸町,527.27 ,5.9,55.1 ,9.3 ,48.4 ,42.3 ,85.4 
北海道,佐呂間町,404.94 ,13.2,52.6 ,11.2 ,51.4 ,37.4 ,87.2 
北海道,遠軽町,"1,332.45 ",15.7,50.9 ,11.6 ,53.3 ,35.2 ,93.4 
北海道,湧別町,505.79 ,18.3,52.0 ,10.5 ,53.7 ,35.8 ,90.2 
北海道,滝上町,766.89 ,3.5,55.6 ,8.8 ,50.1 ,41.2 ,90.4 
北海道,興部町,362.54 ,10.8,49.6 ,11.9 ,56.7 ,31.4 ,94.1 
北海道,西興部村,308.08 ,3.6,50.8 ,10.7 ,56.5 ,32.9 ,94.4 
北海道,雄武町,636.86 ,7.1,50.5 ,11.0 ,57.2 ,31.8 ,89.4 
北海道,大空町,343.66 ,21.4,50.7 ,12.6 ,53.9 ,33.5 ,93.3 
北海道,豊浦町,233.57 ,18.4,51.8 ,10.3 ,54.0 ,35.7 ,87.3 
北海道,壮瞥町,205.01 ,14.3,55.3 ,9.7 ,48.0 ,42.4 ,88.3 
北海道,白老町,425.64 ,41.7,54.2 ,8.4 ,50.8 ,40.8 ,91.8 
北海道,厚真町,404.61 ,12.0,51.5 ,11.0 ,53.6 ,35.4 ,105.3 
北海道,洞爺湖町,180.81 ,51.4,54.3 ,8.9 ,50.7 ,40.4 ,85.3 
北海道,安平町,237.16 ,34.4,50.8 ,10.9 ,54.5 ,34.6 ,98.8 
北海道,むかわ町,711.36 ,12.1,52.5 ,9.8 ,53.6 ,36.5 ,96.0 
北海道,日高町,992.11 ,12.5,50.0 ,11.8 ,56.2 ,32.0 ,99.5 
北海道,平取町,743.09 ,7.2,49.6 ,12.5 ,55.5 ,32.1 ,98.0 
北海道,新冠町,585.81 ,9.5,49.2 ,13.2 ,56.1 ,30.7 ,94.5 
北海道,浦河町,694.26 ,18.8,49.0 ,11.5 ,58.7 ,29.8 ,94.9 
北海道,様似町,364.30 ,12.4,53.0 ,9.9 ,53.9 ,36.2 ,89.9 
北海道,えりも町,284.00 ,17.3,47.7 ,14.0 ,58.1 ,27.9 ,99.7 
北海道,新ひだか町,"1,147.55 ",20.2,49.7 ,12.1 ,56.0 ,32.0 ,92.9 
北海道,音更町,466.02 ,96.1,46.2 ,14.8 ,58.6 ,26.5 ,88.8 
北海道,士幌町,259.19 ,23.7,48.6 ,13.8 ,57.0 ,29.3 ,92.0 
北海道,上士幌町,694.23 ,6.9,51.6 ,11.4 ,53.4 ,35.2 ,93.3 
北海道,鹿追町,402.88 ,13.8,47.0 ,14.6 ,57.1 ,28.3 ,96.2 
北海道,新得町,"1,063.83 ",5.9,51.4 ,10.5 ,54.7 ,34.7 ,98.7 
北海道,清水町,402.25 ,23.9,51.0 ,11.4 ,53.9 ,34.7 ,95.3 
北海道,芽室町,513.76 ,36.0,46.9 ,15.3 ,57.4 ,27.3 ,90.3 
北海道,中札内村,292.58 ,13.6,46.8 ,13.1 ,59.5 ,27.4 ,95.0 
北海道,更別村,176.90 ,18.0,48.1 ,13.5 ,57.5 ,29.0 ,96.8 
北海道,大樹町,815.68 ,7.0,50.4 ,12.2 ,53.9 ,33.9 ,96.0 
北海道,広尾町,596.54 ,11.8,51.8 ,10.8 ,54.4 ,34.9 ,91.4 
北海道,幕別町,477.64 ,56.0,48.4 ,13.2 ,56.7 ,30.0 ,89.3 
北海道,池田町,371.79 ,18.5,54.5 ,9.1 ,50.5 ,40.4 ,89.6 
北海道,豊頃町,536.71 ,5.9,53.5 ,10.0 ,52.1 ,37.9 ,91.8 
北海道,本別町,391.91 ,18.8,53.2 ,10.0 ,51.9 ,38.1 ,96.6 
北海道,足寄町,"1,408.04 ",5.0,52.8 ,11.5 ,50.6 ,37.9 ,93.6 
北海道,陸別町,608.90 ,4.1,53.1 ,10.0 ,52.8 ,37.2 ,102.0 
北海道,浦幌町,729.85 ,6.7,53.3 ,10.7 ,51.5 ,37.8 ,92.3 
北海道,釧路町,252.66 ,78.5,46.7 ,12.3 ,62.7 ,25.0 ,89.6 
北海道,厚岸町,739.26 ,13.2,50.0 ,11.3 ,56.9 ,31.8 ,89.9 
北海道,浜中町,423.63 ,14.3,48.6 ,13.3 ,58.0 ,28.7 ,95.1 
北海道,標茶町,"1,099.37 ",7.0,49.7 ,12.8 ,55.7 ,31.5 ,92.3 
北海道,弟子屈町,774.33 ,10.0,52.7 ,10.4 ,53.0 ,36.6 ,90.2 
北海道,鶴居村,571.80 ,4.4,50.3 ,12.9 ,54.9 ,32.2 ,94.9 
北海道,白糠町,773.53 ,10.4,52.8 ,9.4 ,53.7 ,37.0 ,86.9 
北海道,別海町,"1,319.63 ",11.6,45.7 ,15.3 ,60.1 ,24.5 ,101.3 
北海道,中標津町,684.87 ,34.7,44.9 ,15.0 ,61.8 ,23.2 ,95.7 
北海道,標津町,624.68 ,8.4,48.0 ,12.9 ,58.5 ,28.6 ,95.8 
北海道,羅臼町,397.72 ,13.6,48.1 ,12.0 ,61.6 ,26.5 ,99.2 
青森県,青森県,"9,645.59 ",135.6,49.0 ,11.4 ,58.4 ,30.1 ,88.6 
青森県,青森市,824.61 ,348.8,48.2 ,11.5 ,60.0 ,28.5 ,86.7 
青森県,弘前市,524.20 ,338.4,48.2 ,11.0 ,59.6 ,29.4 ,84.7 
青森県,八戸市,305.54 ,756.9,47.6 ,12.3 ,59.8 ,27.8 ,91.5 
青森県,黒石市,217.05 ,158.0,48.8 ,11.3 ,59.0 ,29.7 ,85.8 
青森県,五所川原市,404.18 ,136.5,50.2 ,10.9 ,57.4 ,31.7 ,82.7 
青森県,十和田市,725.65 ,87.4,48.7 ,11.6 ,58.6 ,29.8 ,90.2 
青森県,三沢市,119.87 ,335.3,45.0 ,14.5 ,61.9 ,23.7 ,97.6 
青森県,むつ市,864.16 ,67.7,48.8 ,12.0 ,58.2 ,29.8 ,92.2 
青森県,つがる市,253.55 ,131.4,51.6 ,10.4 ,55.0 ,34.6 ,87.5 
青森県,平川市,346.01 ,92.8,49.7 ,11.3 ,57.3 ,31.4 ,86.3 
青森県,平内町,217.09 ,51.3,52.4 ,9.6 ,55.0 ,35.4 ,89.9 
青森県,今別町,125.27 ,22.0,60.7 ,5.0 ,44.4 ,50.5 ,88.4 
青森県,蓬田村,80.84 ,35.8,53.2 ,10.1 ,52.2 ,37.6 ,89.5 
青森県,外ヶ浜町,230.29 ,26.9,58.0 ,7.1 ,47.2 ,45.7 ,87.0 
青森県,鰺ヶ沢町,343.08 ,29.5,54.9 ,8.4 ,51.8 ,39.8 ,82.6 
青森県,深浦町,488.89 ,17.2,57.0 ,7.9 ,47.3 ,44.8 ,85.1 
青森県,西目屋村,246.02 ,5.8,53.6 ,9.1 ,53.0 ,37.9 ,99.6 
青森県,藤崎町,37.29 ,407.1,49.3 ,11.9 ,57.6 ,30.5 ,85.2 
青森県,大鰐町,163.43 ,59.2,54.2 ,8.1 ,53.1 ,38.8 ,82.9 
青森県,田舎館村,22.35 ,348.2,50.0 ,11.4 ,56.5 ,32.0 ,88.6 
青森県,板柳町,41.88 ,332.7,51.2 ,10.7 ,55.3 ,34.0 ,83.6 
青森県,鶴田町,46.43 ,288.4,50.4 ,11.3 ,55.9 ,32.8 ,87.1 
青森県,中泊町,216.32 ,51.7,54.3 ,8.6 ,53.0 ,38.4 ,87.6 
青森県,野辺地町,81.68 ,165.6,51.4 ,10.6 ,55.6 ,33.8 ,85.9 
青森県,七戸町,337.23 ,46.6,52.5 ,10.2 ,53.6 ,36.2 ,89.8 
青森県,六戸町,83.89 ,124.2,49.6 ,12.7 ,56.0 ,31.3 ,92.1 
青森県,横浜町,126.38 ,35.9,51.9 ,9.8 ,53.8 ,36.4 ,94.2 
青森県,東北町,326.50 ,55.0,51.1 ,11.2 ,55.0 ,33.8 ,90.0 
青森県,六ヶ所村,252.68 ,41.7,45.7 ,12.4 ,64.4 ,23.3 ,123.2 
青森県,おいらせ町,71.96 ,336.6,46.0 ,14.2 ,61.0 ,24.8 ,91.4 
青森県,大間町,52.10 ,100.3,49.3 ,12.1 ,58.2 ,29.7 ,102.8 
青森県,東通村,295.27 ,22.4,50.3 ,11.5 ,57.5 ,30.9 ,108.2 
青森県,風間浦村,69.55 ,28.4,54.7 ,8.6 ,52.2 ,39.2 ,98.6 
青森県,佐井村,135.04 ,15.9,55.5 ,8.9 ,50.5 ,40.6 ,96.7 
青森県,三戸町,151.79 ,66.8,53.2 ,9.9 ,52.7 ,37.4 ,88.3 
青森県,五戸町,177.67 ,98.1,52.6 ,9.7 ,54.8 ,35.5 ,90.6 
青森県,田子町,241.98 ,23.0,54.7 ,9.3 ,51.2 ,39.5 ,88.0 
青森県,南部町,153.12 ,119.6,52.5 ,10.2 ,54.0 ,35.8 ,87.1 
青森県,階上町,94.01 ,149.2,48.1 ,10.6 ,62.0 ,27.4 ,99.2 
青森県,新郷村,150.77 ,16.6,57.6 ,8.2 ,46.9 ,44.9 ,91.7 
岩手県,岩手県,"15,275.01 ",83.8,49.0 ,11.9 ,57.8 ,30.4 ,92.7 
岩手県,盛岡市,886.47 ,335.7,45.9 ,12.5 ,62.3 ,25.1 ,90.1 
岩手県,宮古市,"1,259.15 ",45.0,51.1 ,10.7 ,55.3 ,34.0 ,96.7 
岩手県,大船渡市,322.50 ,118.0,51.3 ,10.6 ,55.3 ,34.1 ,95.4 
岩手県,花巻市,908.39 ,107.6,49.5 ,11.9 ,56.0 ,32.1 ,89.9 
岩手県,北上市,437.55 ,213.7,46.0 ,13.8 ,60.9 ,25.3 ,97.9 
岩手県,久慈市,623.50 ,57.2,48.7 ,12.7 ,57.7 ,29.6 ,91.5 
岩手県,遠野市,825.97 ,34.0,52.8 ,10.7 ,51.9 ,37.4 ,93.1 
岩手県,一関市,"1,256.42 ",96.8,50.9 ,11.3 ,55.3 ,33.4 ,93.7 
岩手県,陸前高田市,231.94 ,85.2,52.8 ,9.9 ,53.3 ,36.8 ,97.1 
岩手県,釜石市,440.34 ,83.6,52.3 ,9.9 ,54.5 ,35.6 ,96.8 
岩手県,二戸市,420.42 ,65.7,50.9 ,11.4 ,55.4 ,33.3 ,88.3 
岩手県,八幡平市,862.30 ,30.6,53.0 ,9.7 ,54.1 ,36.2 ,91.9 
岩手県,奥州市,993.30 ,120.2,49.9 ,12.1 ,55.6 ,32.3 ,92.5 
岩手県,滝沢市,182.46 ,304.0,43.5 ,14.5 ,64.0 ,21.5 ,95.5 
岩手県,雫石町,608.82 ,27.9,51.0 ,10.7 ,55.8 ,33.5 ,90.9 
岩手県,葛巻町,434.96 ,14.6,56.8 ,8.0 ,49.4 ,42.5 ,91.2 
岩手県,岩手町,360.46 ,38.0,52.4 ,10.1 ,54.5 ,35.3 ,93.8 
岩手県,紫波町,238.98 ,136.5,47.9 ,12.9 ,58.7 ,28.5 ,90.4 
岩手県,矢巾町,67.32 ,411.1,45.1 ,13.1 ,63.2 ,23.6 ,90.6 
岩手県,西和賀町,590.74 ,10.0,58.7 ,7.8 ,45.3 ,46.9 ,86.9 
岩手県,金ケ崎町,179.76 ,88.4,47.9 ,12.8 ,58.9 ,28.3 ,103.1 
岩手県,平泉町,63.39 ,124.1,51.5 ,11.4 ,53.7 ,34.9 ,91.6 
岩手県,住田町,334.84 ,17.1,55.8 ,8.4 ,50.2 ,41.4 ,93.5 
岩手県,大槌町,200.42 ,58.7,51.6 ,10.1 ,55.8 ,34.1 ,96.6 
岩手県,山田町,262.81 ,60.2,51.5 ,10.5 ,54.1 ,35.4 ,95.5 
岩手県,岩泉町,992.36 ,9.9,55.0 ,9.6 ,49.7 ,40.7 ,94.8 
岩手県,田野畑村,156.19 ,22.2,53.2 ,11.1 ,51.6 ,37.3 ,98.4 
岩手県,普代村,69.66 ,40.1,53.9 ,9.8 ,52.9 ,37.3 ,97.4 
岩手県,軽米町,245.82 ,38.0,53.3 ,10.0 ,53.6 ,36.4 ,92.7 
岩手県,野田村,80.80 ,51.3,52.2 ,10.5 ,54.5 ,35.0 ,89.7 
岩手県,九戸村,134.02 ,43.8,54.0 ,10.7 ,50.5 ,38.8 ,91.6 
岩手県,洋野町,302.92 ,55.1,52.2 ,10.7 ,53.6 ,35.7 ,87.6 
岩手県,一戸町,300.03 ,43.1,54.0 ,9.4 ,53.2 ,37.4 ,90.7 
宮城県,宮城県,"7,282.22 ",320.5,46.2 ,12.5 ,61.7 ,25.7 ,95.5 
宮城県,仙台市,786.30 ,"1,376.3",44.3 ,12.5 ,65.0 ,22.6 ,95.0 
宮城県,仙台市 青葉区,302.24 ,"1,026.3",43.9 ,11.3 ,66.8 ,21.9 ,94.3 
宮城県,仙台市 宮城野区,58.19 ,"3,348.1",43.4 ,13.3 ,65.7 ,21.1 ,96.4 
宮城県,仙台市 若林区,50.86 ,"2,624.8",44.5 ,12.2 ,65.5 ,22.3 ,100.5 
宮城県,仙台市 太白区,228.39 ,993.3,44.8 ,13.1 ,63.2 ,23.7 ,93.0 
宮城県,仙台市 泉区,146.61 ,"1,478.7",45.0 ,12.9 ,63.3 ,23.8 ,93.5 
宮城県,石巻市,554.58 ,265.5,48.8 ,11.6 ,58.2 ,30.3 ,95.3 
宮城県,塩竈市,17.37 ,"3,119.6",49.5 ,10.7 ,58.0 ,31.3 ,90.6 
宮城県,気仙沼市,332.44 ,195.5,51.9 ,10.2 ,54.6 ,35.2 ,95.7 
宮城県,白石市,286.48 ,123.1,50.2 ,11.0 ,57.0 ,31.9 ,94.3 
宮城県,名取市,98.17 ,781.0,43.1 ,15.7 ,63.5 ,20.8 ,96.1 
宮城県,角田市,147.53 ,204.6,49.7 ,11.7 ,56.8 ,31.5 ,96.8 
宮城県,多賀城市,19.69 ,"3,153.7",43.7 ,14.1 ,63.8 ,22.0 ,100.0 
宮城県,岩沼市,60.45 ,739.1,44.6 ,14.5 ,62.1 ,23.4 ,98.0 
宮城県,登米市,536.12 ,152.9,49.9 ,11.9 ,57.1 ,31.0 ,94.6 
宮城県,栗原市,804.97 ,86.8,52.7 ,10.5 ,53.3 ,36.2 ,92.8 
宮城県,東松島市,101.36 ,389.7,46.3 ,13.6 ,60.1 ,26.2 ,96.6 
宮城県,大崎市,796.76 ,167.4,47.2 ,12.9 ,60.1 ,27.0 ,95.4 
